分类一	分类二	分类三	分类四	词类名	同义词
针对性同义词*	重点词*	配件型号			nfc蓝牙免提音箱
针对性同义词*	重点词*	配件型号		am08	
针对性同义词*	重点词*	配件型号			华为小天鹅蓝牙音箱
针对性同义词*	重点词*	配件型号			小天鹅蓝牙音箱
针对性同义词*	重点词*	配件型号			huawei 小天鹅无线蓝牙音箱
针对性同义词*	重点词*	配件型号			am08
针对性同义词*	重点词*	配件型号			小天鹅音箱
针对性同义词*	重点词*	配件型号			小天鹅无线蓝牙音箱
针对性同义词*	重点词*	配件型号			am08/小天鹅蓝牙音箱
针对性同义词*	重点词*	配件型号			华为am08
针对性同义词*	重点词*	配件型号			小天鹅
天气词类	集合词#	时区类*	东7区	越南	
天气词类	集合词#	时区类*	东7区		海防
天气词类	集合词#	时区类*	东7区		胡志明
天气词类	集合词#	时区类*	东7区		岘港
天气词类	集合词#	时区类*	东7区		越南
天气词类	集合词#	时区类*	东7区		河内
针对性同义词*	非重点词	名词%n		酷狗音乐	
针对性同义词*	非重点词	名词%n			ku gou
针对性同义词*	非重点词	名词%n			酷狗
针对性同义词*	非重点词	名词%n			ko gou
针对性同义词*	非重点词	名词%n			koguu
针对性同义词*	非重点词	名词%n			kogoo
针对性同义词*	非重点词	名词%n			ko goo
针对性同义词*	非重点词	名词%n			kugou
针对性同义词*	非重点词	名词%n			ko guu
针对性同义词*	非重点词	名词%n			手机酷狗
针对性同义词*	非重点词	名词%n			酷狗音乐
针对性同义词*	非重点词	名词%n			kogou
针对性同义词*	重点词*	配件型号		am07	
针对性同义词*	重点词*	配件型号			荣耀小口哨am07
针对性同义词*	重点词*	配件型号			荣耀小口哨
针对性同义词*	重点词*	配件型号			am07
针对性同义词*	重点词*	相关名词		zip	
针对性同义词*	重点词*	相关名词			zip
针对性同义词*	重点词*	手机型号		荣耀9	
针对性同义词*	重点词*	手机型号			荣耀9
针对性同义词*	重点词*	手机型号			huawie honor 9
针对性同义词*	重点词*	手机型号			stf-al00
针对性同义词*	重点词*	手机型号			华为荣耀9
针对性同义词*	重点词*	手机型号			honor 9
针对性同义词*	重点词*	手机型号			stf-tl10
针对性同义词*	重点词*	手机型号			honor9
针对性同义词*	重点词*	手机型号			华为 荣耀 9
针对性同义词*	重点词*	手机型号			huawei honor9
针对性同义词*	重点词*	手机型号			荣耀 9
针对性同义词*	重点词*	手机型号			荣耀九
针对性同义词*	重点词*	手机型号			stf-al0
通用同义词	常用词	形容词		结实	
通用同义词	常用词	形容词			结实
通用同义词	常用词	形容词			牢固
通用同义词	常用词	形容词			耐用
针对性同义词*	重点词*	手机型号		荣耀6	
针对性同义词*	重点词*	手机型号			华为荣耀六
针对性同义词*	重点词*	手机型号			荣耀6
针对性同义词*	重点词*	手机型号			rongyao6
针对性同义词*	重点词*	手机型号			honor6
针对性同义词*	重点词*	手机型号			荣耀六
针对性同义词*	重点词*	手机型号		荣耀7	
针对性同义词*	重点词*	手机型号			荣耀小7
针对性同义词*	重点词*	手机型号			荣耀妻
针对性同义词*	重点词*	手机型号			plk-cl00
针对性同义词*	重点词*	手机型号			荣耀7
针对性同义词*	重点词*	手机型号			honor7
针对性同义词*	重点词*	手机型号			plk-al10
针对性同义词*	重点词*	手机型号			荣耀小七
针对性同义词*	重点词*	手机型号			华为荣耀7
针对性同义词*	重点词*	手机型号			plk-ul00
针对性同义词*	重点词*	手机型号			plk-tl01h
针对性同义词*	重点词*	手机型号			荣耀七
针对性同义词*	重点词*	手机型号			plk-tl00
针对性同义词*	重点词*	手机型号			plank
针对性同义词*	非重点词			hdsound	
针对性同义词*	非重点词				hd sound
针对性同义词*	非重点词				hdsound
针对性同义词*	重点词*	手机型号		荣耀8	
针对性同义词*	重点词*	手机型号			小8
针对性同义词*	重点词*	手机型号			荣耀小8
针对性同义词*	重点词*	手机型号			荣耀8
针对性同义词*	重点词*	手机型号			honor8
针对性同义词*	重点词*	手机型号			frd-al00
针对性同义词*	重点词*	手机型号			frd-al00a
针对性同义词*	重点词*	手机型号			荣誉8
针对性同义词*	重点词*	手机型号			frd-dl00
针对性同义词*	重点词*	手机型号			荣耀捌
针对性同义词*	重点词*	手机型号			荣耀八
针对性同义词*	重点词*	手机型号			frd-al10
针对性同义词*	重点词*	手机型号			华为荣耀8
针对性同义词*	重点词*	手机型号			frd
针对性同义词*	重点词*	手机型号			荣耀小八
通用同义词	常用词	其他		浮雕	
通用同义词	常用词	其他			浮雕
针对性同义词*	重点词*	手机型号		荣耀3	
针对性同义词*	重点词*	手机型号			荣耀3
针对性同义词*	重点词*	手机型号			hn3
针对性同义词*	重点词*	手机型号			honor3
针对性同义词*	重点词*	手机型号			rongyao3
针对性同义词*	重点词*	手机型号			荣誉3
针对性同义词*	重点词*	手机型号			荣耀三
针对性同义词*	重点词*	手机型号			honoroutdoor
针对性同义词*	重点词*	手机型号			荣耀3outdoor
针对性同义词*	重点词*	手机型号			hn3u01
针对性同义词*	重点词*	手机型号			hn3u00
针对性同义词*	重点词*	手机型号			耀3
针对性同义词*	重点词*	手机型号			华为荣耀3
针对性同义词*	重点词*	手机型号			荣3
针对性同义词*	非重点词			凹槽	
针对性同义词*	非重点词				凹槽
天气词类	集合词#	时区类*	东9区	帕劳	
天气词类	集合词#	时区类*	东9区		帕劳
针对性同义词*	非重点词	形容词		查找	
针对性同义词*	非重点词	形容词			通话
针对性同义词*	非重点词	形容词			寻找
针对性同义词*	非重点词	形容词			搜索
针对性同义词*	重点词*	相关名词		飞行模式	
针对性同义词*	重点词*	相关名词			飞机模式
针对性同义词*	重点词*	相关名词			飞行模式
针对性同义词*	重点词*	相关名词			航班模式
针对性同义词*	重点词*	相关名词			航空模式
针对性同义词*	重点词*	相关名词		英寸	
针对性同义词*	重点词*	相关名词			英寸
针对性同义词*	重点词*	相关名词			寸
针对性同义词*	重点词*	相关名词		废粉仓	
针对性同义词*	重点词*	相关名词			废粉盒
针对性同义词*	重点词*	相关名词			废粉仓
针对性同义词*	重点词*	相关名词		黎万强	
针对性同义词*	重点词*	相关名词			黎万强
针对性同义词*	重点词*	手机型号		a199	
针对性同义词*	重点词*	手机型号			麦芒a199
针对性同义词*	重点词*	手机型号			g710
针对性同义词*	重点词*	手机型号			华为a199
针对性同义词*	重点词*	手机型号			a199
针对性同义词*	重点词*	相关名词		h图标	
针对性同义词*	重点词*	相关名词			h+
针对性同义词*	重点词*	相关名词			h 标志
针对性同义词*	重点词*	相关名词			h标志
针对性同义词*	重点词*	相关名词			h加
针对性同义词*	重点词*	相关名词			h
针对性同义词*	重点词*	相关名词			h 图标
针对性同义词*	重点词*	相关名词			h图标
针对性同义词*	非重点词	名词%n		邀请函	
针对性同义词*	非重点词	名词%n			邀请信
针对性同义词*	非重点词	名词%n			邀请函
针对性同义词*	非重点词	形容词		要点	
针对性同义词*	非重点词	形容词			关键
针对性同义词*	非重点词	形容词			要点
针对性同义词*	非重点词	形容词			重点
天气词类	集合词#	时区类*	东7区	印度尼西亚西部地区	
天气词类	集合词#	时区类*	东7区		雅加达
天气词类	集合词#	时区类*	东7区		玛琅
天气词类	集合词#	时区类*	东7区		梭罗
天气词类	集合词#	时区类*	东7区		苏拉卡尔塔
天气词类	集合词#	时区类*	东7区		巨港
天气词类	集合词#	时区类*	东7区		爪哇
天气词类	集合词#	时区类*	东7区		万隆
天气词类	集合词#	时区类*	东7区		苏门答腊
天气词类	集合词#	时区类*	东7区		马辰
天气词类	集合词#	时区类*	东7区		日惹
天气词类	集合词#	时区类*	东7区		印度尼西亚西部
针对性同义词*	重点词*	家庭&mbb产品型号		mediapadm1	
针对性同义词*	重点词*	家庭&mbb产品型号			mediapad
针对性同义词*	重点词*	家庭&mbb产品型号			mediapadm1
针对性同义词*	重点词*	重点动词*3		沟通	
针对性同义词*	重点词*	重点动词*3			交流
针对性同义词*	重点词*	重点动词*3			摆放
针对性同义词*	重点词*	重点动词*3			沟通
天气词类	集合词#	应用类*		应用名称	
天气词类	集合词#	应用类*			云中书城
天气词类	集合词#	应用类*			多米音乐播放器
天气词类	集合词#	应用类*			广播
天气词类	集合词#	应用类*			圣经
天气词类	集合词#	应用类*			快播播放器
天气词类	集合词#	应用类*			熊猫看书
天气词类	集合词#	应用类*			360电池卫士
天气词类	集合词#	应用类*			360天气
天气词类	集合词#	应用类*			摄像头
天气词类	集合词#	应用类*			doujiao
天气词类	集合词#	应用类*			摄像机
天气词类	集合词#	应用类*			flash播放器
天气词类	集合词#	应用类*			金山手机卫士
天气词类	集合词#	应用类*			酷我音乐
天气词类	集合词#	应用类*			360影视大全
天气词类	集合词#	应用类*			360手机助手
天气词类	集合词#	应用类*			宝宝巴士
天气词类	集合词#	应用类*			会说话的汤姆猫
天气词类	集合词#	应用类*			app
天气词类	集合词#	应用类*			qq
天气词类	集合词#	应用类*			爱掌阅读
天气词类	集合词#	应用类*			天籁k歌
天气词类	集合词#	应用类*			招商银行手机银行
天气词类	集合词#	应用类*			遨游云浏览器
天气词类	集合词#	应用类*			天气通
天气词类	集合词#	应用类*			豆角优惠券
天气词类	集合词#	应用类*			来电通
天气词类	集合词#	应用类*			米聊
天气词类	集合词#	应用类*			虾米音乐
天气词类	集合词#	应用类*			天翼讯飞
天气词类	集合词#	应用类*			pps影音
天气词类	集合词#	应用类*			360清理垃圾
天气词类	集合词#	应用类*			木蚂蚁电子市场
天气词类	集合词#	应用类*			相片
天气词类	集合词#	应用类*			callmaster
天气词类	集合词#	应用类*			barcod
天气词类	集合词#	应用类*			flash player
天气词类	集合词#	应用类*			天天音乐播放器
天气词类	集合词#	应用类*			新闻
天气词类	集合词#	应用类*			文件管理
天气词类	集合词#	应用类*			笔记本
天气词类	集合词#	应用类*			语音秘书
天气词类	集合词#	应用类*			qq输入法
天气词类	集合词#	应用类*			网易邮箱
天气词类	集合词#	应用类*			部落守卫战
天气词类	集合词#	应用类*			面包旅行
天气词类	集合词#	应用类*			换机助手
天气词类	集合词#	应用类*			影音风暴
天气词类	集合词#	应用类*			墨迹天气
天气词类	集合词#	应用类*			二维码条码扫描器
天气词类	集合词#	应用类*			腾讯浏览器
天气词类	集合词#	应用类*			魔力视频
天气词类	集合词#	应用类*			pps
天气词类	集合词#	应用类*			搜狗地图
天气词类	集合词#	应用类*			搜狐视频tv版
天气词类	集合词#	应用类*			r.e.管理器
天气词类	集合词#	应用类*			金山词霸
天气词类	集合词#	应用类*			adobe flash play
天气词类	集合词#	应用类*			91黄历天气
天气词类	集合词#	应用类*			qq影音
天气词类	集合词#	应用类*			语音歪歪
天气词类	集合词#	应用类*			土豆客户端
